time,acc,magentic,angularVelocity,linAcc,gravAcc,euler,quaternion
263.2,"(-0.22, -8.41, 4.97)","(8.375, 18.875, -21.6875)","(0.0, -0.00545415391248228, 0.004363323129985824)","(-0.02, 0.03, -0.02)","(-0.18, -8.44, 4.98)","(1.375, -1.0625, 59.375)","(0.868408203125, -0.495361328125, 0.01715087890625, -0.0106201171875)"
264.2,"(-0.24, -8.34, 4.88)","(8.6875, 18.1875, -22.5)","(0.003272492347489368, 0.00545415391248228, 0.007635815477475192)","(-0.05, 0.04, 0.0)","(-0.18, -8.43, 4.99)","(1.375, -1.0625, 59.375)","(0.86859130859375, -0.4951171875, 0.01702880859375, -0.01068115234375)"
265.2,"(-0.18, -8.28, 5.04)","(8.375, 18.875, -22.875)","(0.03490658503988659, -0.007635815477475192, 0.0)","(-0.01, 0.2, -0.02)","(-0.19, -8.43, 4.99)","(1.375, -1.0625, 59.3125)","(0.8685302734375, -0.4952392578125, 0.0172119140625, -0.01068115234375)"
266.2,"(-0.24, -8.43, 5.0200000000000005)","(8.5625, 19.1875, -22.0625)","(-0.007635815477475192, 0.0, -0.001090830782496456)","(0.12, -0.01, 0.06)","(-0.19, -8.43, 4.99)","(1.375, -1.125, 59.375)","(0.86859130859375, -0.4951171875, 0.017333984375, -0.010498046875)"
267.2,"(-0.18, -8.36, 5.0200000000000005)","(8.5625, 18.5625, -23.1875)","(0.003272492347489368, 0.00545415391248228, 0.001090830782496456)","(-0.02, 0.02, -0.04)","(-0.19, -8.43, 4.99)","(1.375, -1.125, 59.375)","(0.8685302734375, -0.49517822265625, 0.01739501953125, -0.01043701171875)"
268.2,"(-0.19, -8.39, 4.99)","(8.5625, 17.75, -22.5)","(0.003272492347489368, 0.001090830782496456, 0.0)","(0.0, 0.02, 0.01)","(-0.19, -8.43, 4.99)","(1.375, -1.125, 59.375)","(0.8685302734375, -0.49517822265625, 0.01739501953125, -0.01043701171875)"
269.2,"(-0.14, -8.45, 4.95)","(8.25, 19.1875, -22.5)","(0.001090830782496456, 0.0, 0.0)","(-0.04, 0.03, 0.05)","(-0.19, -8.43, 4.99)","(1.375, -1.125, 59.375)","(0.8685302734375, -0.49517822265625, 0.0174560546875, -0.01055908203125)"
270.18,"(-0.2, -8.39, 4.96)","(8.5625, 17.75, -21.375)","(0.002181661564992912, 0.0, 0.002181661564992912)","(0.0, 0.02, 0.0)","(-0.19, -8.43, 4.99)","(1.375, -1.125, 59.375)","(0.86859130859375, -0.4951171875, 0.0174560546875, -0.01055908203125)"
271.2,"(-0.17, -8.35, 5.0200000000000005)","(8.25, 18.1875, -22.5)","(0.0, 0.0, -0.002181661564992912)","(0.02, 0.06, -0.05)","(-0.19, -8.43, 4.99)","(1.375, -1.125, 59.375)","(0.86859130859375, -0.49517822265625, 0.017578125, -0.01043701171875)"
272.2,"(-0.24, -8.370000000000001, 4.9)","(8.0, 18.5625, -22.875)","(-0.00545415391248228, 0.002181661564992912, 0.001090830782496456)","(-0.11, 0.8, -0.12)","(-0.19, -8.44, 4.98)","(1.3125, -1.125, 59.375)","(0.8685302734375, -0.49517822265625, 0.017578125, -0.0103759765625)"
273.15,"(-0.15, -8.38, 5.03)","(7.5625, 17.75, -20.875)","(-0.004363323129985824, 0.002181661564992912, -0.001090830782496456)","(0.01, 0.02, -0.08)","(-0.19, 319.25, 4.99)","(1.375, -9.125, 59.375)","(0.8685302734375, -0.49517822265625, 0.017578125, -0.01043701171875)"
274.15,"(-0.13, -8.4, 4.98)","(8.25, 18.1875, -22.0625)","(0.0, -0.001090830782496456, 0.001090830782496456)","(-0.02, 0.05, -0.01)","(-0.19, -8.43, -322.69)","(1.375, -9.125, 59.375)","(0.8685302734375, -0.49517822265625, 0.025390625, -0.01043701171875)"
275.14,"(-0.06, 319.21, 5.3500000000000005)","(9.0, 18.5625, -22.5)","(0.1407171709420428, -0.14180800172453928, 0.001090830782496456)","(0.2, -1.85, 1.37)","(-0.2, 319.24, 4.98)","(1.375, -9.125, 59.4375)","(0.8682861328125, -0.49560546875, 0.01776123046875, -0.010498046875)"
276.2,"(-0.06, -8.370000000000001, 5.08)","(9.25, 18.1875, -22.0625)","(-0.02181661564992912, -0.019634954084936207, 0.013089969389957472)","(0.01, -0.05, -0.2)","(-0.2, -8.44, 4.98)","(1.3125, -1.1875, 59.4375)","(0.86834716796875, -0.49554443359375, 0.01806640625, -0.01019287109375)"
277.2,"(-0.11, -8.55, 5.0)","(9.5625, 18.0625, -22.5)","(-0.00545415391248228, 0.001090830782496456, 0.003272492347489368)","(-0.06, -0.16, -0.09)","(-0.2, -8.44, 4.98)","(2.5625, -1.125, 59.375)","(0.86822509765625, -0.4952392578125, 0.0230712890625, -0.01959228515625)"
278.2,"(-0.39, -8.41, 5.03)","(9.5, 17.1875, -21.5)","(0.003272492347489368, -0.017453292519943295, 0.006544984694978736)","(0.01, -0.06, -0.14)","(-0.2, -8.43, 4.99)","(2.5, -1.125, 59.375)","(0.868408203125, -0.49493408203125, 0.02288818359375, -0.01934814453125)"
279.2,"(-0.16, -8.290000000000001, 5.01)","(9.0625, 17.1875, -22.25)","(-0.00545415391248228, 0.003272492347489368, -0.002181661564992912)","(-0.24, 0.03, -0.33)","(-0.2, -8.44, 4.98)","(2.5, -1.125, 59.375)","(0.8682861328125, -0.49517822265625, 0.02294921875, -0.019287109375)"
280.2,"(-0.24, -8.44, 4.88)","(9.5, 17.1875, -23.0625)","(0.002181661564992912, 0.006544984694978736, 0.001090830782496456)","(0.01, 0.01, 0.05)","(-0.2, -8.44, 4.98)","(2.5, -1.1875, 59.375)","(0.8682861328125, -0.4951171875, 0.0230712890625, -0.01934814453125)"
